Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Automatic surface generation in computer aided design","The Visual Computer","","1","2","10.1007/BF01898351","Christoph HoffmannJohn Hopcroft","1985","http://link.springer.com/article/10.1007/BF01898351","Article"
"Proving geometry theorems with rewrite rules","Journal of Automated Reasoning","","2","3","10.1007/BF02328448","Shang-Ching ChouWilliam F. Schelter","1986","http://link.springer.com/article/10.1007/BF02328448","Article"
"Computer art forum","The Visual Computer","","2","6","10.1007/BF01952424","","1986","http://link.springer.com/article/10.1007/BF01952424","Article"
"Explanation-based learning: An alternative view","Machine Learning","","1","2","10.1007/BF00114116","Gerald DejongRaymond Mooney","1986","http://link.springer.com/article/10.1007/BF00114116","Article"
"A geometric study of parameters for the recursive midpoint subdivision","The Visual Computer","","3","3","10.1007/BF01962895","N. Magnenat-ThalmannM. BurgessL. ForestD. Thalmann","1987","http://link.springer.com/article/10.1007/BF01962895","Article"
"Set theory in first-order logic: Clauses for Gödel's axioms","Journal of Automated Reasoning","","2","3","10.1007/BF02328452","Robert BoyerEwing LuskWilliam McCuneRoss OverbeekMark StickelLawrence Wos","1986","http://link.springer.com/article/10.1007/BF02328452","Article"
"An appraisal of the performance of the MMSC subgraph generation algorithm on a Cyber System 170/720","Computing","","37","4","10.1007/BF02251094","Prof. S. R. DasS. Y. Lee","1986","http://link.springer.com/article/10.1007/BF02251094","Article"
"Towards an integrated view of 3-D computer animation","The Visual Computer","","1","4","10.1007/BF02021814","David Zeltzer","1985","http://link.springer.com/article/10.1007/BF02021814","Article"
"Margaret Masterman: In memoriam","Computers and translation","","2","4","10.1007/BF01682179","William WilliamsFrank Knowles","1987","http://link.springer.com/article/10.1007/BF01682179","Article"
"Concept-lexeme-syntax triangles: A gateway to interlingual translation","Computers and translation","","2","4","10.1007/BF01682183","Jonathan Slocum","1987","http://link.springer.com/article/10.1007/BF01682183","Article"
"Integrating quantitative and qualitative discovery: The ABACUS system","Machine Learning","","1","4","10.1007/BF00114868","Brian C. FalkenhainerRyszard S. Michalski","1986","http://link.springer.com/article/10.1007/BF00114868","Article"
"An extrapolation method for the efficient composition of maps with applications to non-linear oscillations","Computing","","36","4","10.1007/BF02240209","U. KirchgraberG. Pospiech","1986","http://link.springer.com/article/10.1007/BF02240209","Article"
"A linear algorithm for eliminating hidden-lines from a polygonal cylinder","The Visual Computer","","2","1","10.1007/BF01890987","David Rappaport","1986","http://link.springer.com/article/10.1007/BF01890987","Article"
"Including iterations for the lambda-matrix eigenproblem","Computing","","35","2","10.1007/BF02260506","J. Rokne","1985","http://link.springer.com/article/10.1007/BF02260506","Article"
"Machine learning and concept formation","Machine Learning","","2","2","10.1007/BF00114263","Pat Langley","1987","http://link.springer.com/article/10.1007/BF00114263","Article"
"Editor's note","Journal of Automated Reasoning","","3","1","10.1007/BF00381145","Larry Wos","1987","http://link.springer.com/article/10.1007/BF00381145","Article"
"News and Notes","Machine Learning","","1","2","10.1023/A:1022802412572","Thomas G. Dietterich","1986","http://link.springer.com/article/10.1023/A%3A1022802412572","Article"
"Successive overrelaxation method with projection for finite element solutions of nonlinear radiation cooling problems","Computing","","38","2","10.1007/BF02240177","Dr. Kazuo Ishihara","1987","http://link.springer.com/article/10.1007/BF02240177","Article"
"A parallel implementation model of HPARLOG","Journal of Computer Science and Technology","","1","4","10.1007/BF02943306","Heyan Huang","1986","http://link.springer.com/article/10.1007/BF02943306","Article"
"Experiments in computer art","The Visual Computer","","2","3","10.1007/BF01900328","Herve HuitricMonique Nahas","1986","http://link.springer.com/article/10.1007/BF01900328","Article"
"ALTEP — A cellular processor for high-speed pattern matching","New Generation Computing","","4","3","10.1007/BF03037405","Dik Lun Lee","1986","http://link.springer.com/article/10.1007/BF03037405","Article"
"Smooth approximation of data on the sphere with splines","Computing","","38","2","10.1007/BF02240181","Dr. C. R. Traas","1987","http://link.springer.com/article/10.1007/BF02240181","Article"
"A computer system for Chinese character speech input","Journal of Computer Science and Technology","","1","4","10.1007/BF02943310","Xuedong HuangLianhong CaiDitang FangBianjin ChiLi ZhouLi Jiang","1986","http://link.springer.com/article/10.1007/BF02943310","Article"
"Transformations of space and design","The Visual Computer","","2","3","10.1007/BF01900332","Ruth Leavitt","1986","http://link.springer.com/article/10.1007/BF01900332","Article"
"Recursive implementation of VLSI circuits","Journal of Computer Science and Technology","","1","2","10.1007/BF02943274","Yulin Feng","1986","http://link.springer.com/article/10.1007/BF02943274","Article"
"Comments on some B-spline algorithms","Computing","","36","3","10.1007/BF02240069","E. T. Y. Lee","1986","http://link.springer.com/article/10.1007/BF02240069","Article"
"Opening of the International Conference on Fifth Generation Computer Systems 1984","New Generation Computing","","3","1","10.1007/BF03037118","Akira Kikuchi","1985","http://link.springer.com/article/10.1007/BF03037118","Article"
"An adaptive and cost-optimal parallel algorithm for minimum spanning trees","Computing","","36","3","10.1007/BF02240073","S. G. Akl","1986","http://link.springer.com/article/10.1007/BF02240073","Article"
"Evolution and implementations of the RAP database machine","New Generation Computing","","3","3","10.1007/BF03037122","Esen A. Ozkarahan","1985","http://link.springer.com/article/10.1007/BF03037122","Article"
"The context of machine translation","Computers and translation","","2","2 - 3","10.1007/BF02274445","Winfred P. Lehmann","1987","http://link.springer.com/article/10.1007/BF02274445","Article"
"Numerical realization of an optimal discrepancy principle for Tikhonov-regularization in Hilbert scales","Computing","","39","1","10.1007/BF02307712","A. Neubauer","1987","http://link.springer.com/article/10.1007/BF02307712","Article"
"Research Papers in Machine Learning","Machine Learning","","2","3","10.1023/A:1022603230145","Pat Langley","1987","http://link.springer.com/article/10.1023/A%3A1022603230145","Article"
"A new approach to optimal B-convergence","Computing","","38","1","10.1007/BF02253742","Dr. J. Schneid","1987","http://link.springer.com/article/10.1007/BF02253742","Article"
"Calendar of events","New Generation Computing","","4","2","10.1007/BF03037444","","1986","http://link.springer.com/article/10.1007/BF03037444","Article"
"Natural language interfaces and strategic computing","AI & SOCIETY","","1","1","10.1007/BF01905889","Geoffrey K. Pullum","1987","http://link.springer.com/article/10.1007/BF01905889","Article"
"People places things","The Visual Computer","","1","2","10.1007/BF01898349","Nancy H. McDonald Ph.D.","1985","http://link.springer.com/article/10.1007/BF01898349","Article"
"On initial value problems in differential-algebraic equations and their numerical treatment","Computing","","35","1","10.1007/BF02240144","Roswitha März","1985","http://link.springer.com/article/10.1007/BF02240144","Article"
"AI Bridges and dreams","AI & SOCIETY","","1","1","10.1007/BF01905893","Alan Bundy","1987","http://link.springer.com/article/10.1007/BF01905893","Article"
"Some experiments in nonassociative ring theory with an automated theorem prover","Journal of Automated Reasoning","","3","2","10.1007/BF00243209","Rick L. Stevens","1987","http://link.springer.com/article/10.1007/BF00243209","Article"
"Surface representation for the graphical display of structured data","The Visual Computer","","1","2","10.1007/BF01898353","R. E. BarnhillB. R. PiperS. E. Stead","1985","http://link.springer.com/article/10.1007/BF01898353","Article"
"News and notes","Machine Learning","","1","2","10.1007/BF00114118","","1986","http://link.springer.com/article/10.1007/BF00114118","Article"
"Real time virtual window management for bit mapped raster graphics","The Visual Computer","","3","3","10.1007/BF01962897","Sener IlgenIsaac D. Scherson","1987","http://link.springer.com/article/10.1007/BF01962897","Article"
"A Version Space Approach to Learning Context-free Grammars","Machine Learning","","2","1","10.1023/A:1022812926936","Kurt VanlehnWilliam Ball","1987","http://link.springer.com/article/10.1023/A%3A1022812926936","Article"
"Events","The Visual Computer","","1","4","10.1007/BF02021816","","1985","http://link.springer.com/article/10.1007/BF02021816","Article"
"News and Notes","Machine Learning","","1","3","10.1023/A:1022862631227","","1986","http://link.springer.com/article/10.1023/A%3A1022862631227","Article"
"Editorial","The Visual Computer","","3","1","10.1007/BF02153644","","1987","http://link.springer.com/article/10.1007/BF02153644","Article"
"Two-level data banks for translators","Computers and translation","","2","4","10.1007/BF01682185","Jean A. Vaumoron","1987","http://link.springer.com/article/10.1007/BF01682185","Article"
"Events","The Visual Computer","","2","1","10.1007/BF01890989","","1986","http://link.springer.com/article/10.1007/BF01890989","Article"
"Adding equality to semantic tableaux","Journal of Automated Reasoning","","3","3","10.1007/BF00243790","S. V. Reeves","1987","http://link.springer.com/article/10.1007/BF00243790","Article"
"Knowledge acquisition via incremental conceptual clustering","Machine Learning","","2","2","10.1007/BF00114265","Douglas H. Fisher","1987","http://link.springer.com/article/10.1007/BF00114265","Article"
"Chemical Discovery as Belief Revision","Machine Learning","","1","4","10.1023/A:1022870800276","Donald RosePat Langley","1986","http://link.springer.com/article/10.1023/A%3A1022870800276","Article"
"Experiments with semantic paramodulation","Journal of Automated Reasoning","","1","3","10.1007/BF00244271","William McCuneLawrence Henschen","1985","http://link.springer.com/article/10.1007/BF00244271","Article"
"A case study in automated theorem proving: Finding sages in combinatory logic","Journal of Automated Reasoning","","3","1","10.1007/BF00381147","William McCuneLarry Wos","1987","http://link.springer.com/article/10.1007/BF00381147","Article"
"Job-shop scheduling using automated reasoning: A case study of the car-sequencing problem","Journal of Automated Reasoning","","2","1","10.1007/BF00246021","Bruce D. ParrelloWaldo C. KabatL. Wos","1986","http://link.springer.com/article/10.1007/BF00246021","Article"
"Iterative methods for systems of equations with interval coefficients and linear form","Computing","","38","2","10.1007/BF02240179","Dr. H. Schwandt","1987","http://link.springer.com/article/10.1007/BF02240179","Article"
"An efficient parallel algorithm for FFT","Journal of Computer Science and Technology","","2","3","10.1007/BF02973503","Xiangzhen Qiao","1987","http://link.springer.com/article/10.1007/BF02973503","Article"
"Generalized parallel signature analyzers with external exclusive-OR gates","Journal of Computer Science and Technology","","1","4","10.1007/BF02943308","Li ShenStephen Y. H. Su","1986","http://link.springer.com/article/10.1007/BF02943308","Article"
"The Alexander Method — A technique for the processing of recursive axioms in deductive databases","New Generation Computing","","4","3","10.1007/BF03037407","J. RohmerR. LescoeurJ. M. Kerisit","1986","http://link.springer.com/article/10.1007/BF03037407","Article"
"News and Notes","Machine Learning","","2","3","10.1023/A:1022611431962","","1987","http://link.springer.com/article/10.1023/A%3A1022611431962","Article"
"Statistical heuristic search","Journal of Computer Science and Technology","","2","1","10.1007/BF02943312","Bo ZhangLing Zhang","1987","http://link.springer.com/article/10.1007/BF02943312","Article"
"Digital harmony —a personal history of music vision","The Visual Computer","","2","3","10.1007/BF01900334","John Whitney","1986","http://link.springer.com/article/10.1007/BF01900334","Article"
"Report on the 13th Annual International Symposium on Computer Architecture","New Generation Computing","","4","3","10.1007/BF03037411","Shinji TomitaKiyoshi ShibayamaHaruo Niimi","1986","http://link.springer.com/article/10.1007/BF03037411","Article"
"A brief introduction to Chinese Computer Federation","Journal of Computer Science and Technology","","1","2","10.1007/BF02943276","","1986","http://link.springer.com/article/10.1007/BF02943276","Article"
"Bemerkungen zu der Arbeit „Approximation von Leistungsgrößen symmetrischer Mehrprozessorsysteme” von G. Bolch","Computing","","36","3","10.1007/BF02240075","Dr. D. Stoyan","1986","http://link.springer.com/article/10.1007/BF02240075","Article"
"On the behaviour of approximate Newton methods","Computing","","37","3","10.1007/BF02252511","Dr. I. Moret","1986","http://link.springer.com/article/10.1007/BF02252511","Article"
"A VLSI algorithm for sorting variable-length character strings","New Generation Computing","","3","3","10.1007/BF03037124","Yuzuru Tanaka","1985","http://link.springer.com/article/10.1007/BF03037124","Article"
"Toward a methodology for the evaluation of machine-assisted translation systems","Computers and translation","","2","2 - 3","10.1007/BF02274447","Mary C. DysonJean Hannah","1987","http://link.springer.com/article/10.1007/BF02274447","Article"
"Weibull renewal equation solution","Computing","","39","1","10.1007/BF02307714","Semih BilgenZ. Seyda Deligönül","1987","http://link.springer.com/article/10.1007/BF02307714","Article"
"Interval orders without odd crowns are defect optimal","Computing","","38","1","10.1007/BF02253744","U. FaigleR. Schrader","1987","http://link.springer.com/article/10.1007/BF02253744","Article"
"Editorial","Artificial Intelligence Review","","1","4","10.1007/BF00142923","","1987","http://link.springer.com/article/10.1007/BF00142923","Article"
"How map designers can represent their ideas in thematic maps","The Visual Computer","","1","3","10.1007/BF01910020","Takuya YamahiraYutaka KasaharaTateyuki Tsurutani","1985","http://link.springer.com/article/10.1007/BF01910020","Article"
"Ein modifiziertes Newton-Verfahren zur Lösung des Hochrechnungsproblems nach dem Prinzip des minimalen Informationsverlustes","Computing","","35","1","10.1007/BF02240146","J. Merz","1985","http://link.springer.com/article/10.1007/BF02240146","Article"
"News section","AI & SOCIETY","","1","1","10.1007/BF01905895","","1987","http://link.springer.com/article/10.1007/BF01905895","Article"
"A simple linear algorithm for intersecting convex polygons","The Visual Computer","","1","2","10.1007/BF01898355","Godfried T. Toussaint","1985","http://link.springer.com/article/10.1007/BF01898355","Article"
"A theorem for locating eigenvalues","Computing","","35","1","10.1007/BF02240150","Pan XiaoshuDai Hua","1985","http://link.springer.com/article/10.1007/BF02240150","Article"
"Events","The Visual Computer","","3","3","10.1007/BF01962899","","1987","http://link.springer.com/article/10.1007/BF01962899","Article"
"A practical method of constructing surfaces in three-dimensional digitized space","The Visual Computer","","3","1","10.1007/BF02153646","Ken-ichi AnjyoToshio OchiYoshiaki UsamiYasumasa Kawashima","1987","http://link.springer.com/article/10.1007/BF02153646","Article"
"Book reviews","Computers and translation","","2","4","10.1007/BF01682187","John S. White","1987","http://link.springer.com/article/10.1007/BF01682187","Article"
"Image synthesis and 3-D computer animation: a new approach for strategic analysis","The Visual Computer","","3","1","10.1007/BF02153650","Francois BolducAlbert LejeuneNadia Magnenat-Thalmann","1987","http://link.springer.com/article/10.1007/BF02153650","Article"
"A comparison of the variable-abstraction and constant-abstraction methods for associative-commutative unification","Journal of Automated Reasoning","","3","3","10.1007/BF00243792","Mark E. Stickel","1987","http://link.springer.com/article/10.1007/BF00243792","Article"
"News and notes","Machine Learning","","2","2","10.1007/BF00114267","","1987","http://link.springer.com/article/10.1007/BF00114267","Article"
"Writing programs that construct proofs","Journal of Automated Reasoning","","1","3","10.1007/BF00244273","R. L. ConstableT. B. KnoblockJ. L. Bates","1985","http://link.springer.com/article/10.1007/BF00244273","Article"
"Epipolar-plane image analysis: An approach to determining structure from motion","International Journal of Computer Vision","","1","1","10.1007/BF00128525","Robert C. BollesH. Harlyn BakerDavid H. Marimont","1987","http://link.springer.com/article/10.1007/BF00128525","Article"
"Announcements","Journal of Automated Reasoning","","3","1","10.1007/BF00381149","","1987","http://link.springer.com/article/10.1007/BF00381149","Article"
"Proving termination of normalization functions for conditional expressions","Journal of Automated Reasoning","","2","1","10.1007/BF00246023","Lawrence C. Paulson","1986","http://link.springer.com/article/10.1007/BF00246023","Article"
"Some mathematical properties of the functional programming language FP","Journal of Computer Science and Technology","","2","3","10.1007/BF02973505","Hong Zhu","1987","http://link.springer.com/article/10.1007/BF02973505","Article"
"Logic program forms","New Generation Computing","","4","3","10.1007/BF03037409","Takashi Yokomori","1986","http://link.springer.com/article/10.1007/BF03037409","Article"
"Knowledge-based decision support system","Journal of Computer Science and Technology","","2","1","10.1007/BF02943314","Zhongzhi Shi","1987","http://link.springer.com/article/10.1007/BF02943314","Article"
"My 19 years with the computer: A summary and a prediction","The Visual Computer","","2","3","10.1007/BF01900336","Robert Mallary","1986","http://link.springer.com/article/10.1007/BF01900336","Article"
"An algorithm for visible-line and visible-surface display of CSG models","The Visual Computer","","3","4","10.1007/BF01952825","Willem F. Bronsvoort","1987","http://link.springer.com/article/10.1007/BF01952825","Article"
"Doraemon as an artistic image processor","The Visual Computer","","2","3","10.1007/BF01900340","Hiroshi Kawano","1986","http://link.springer.com/article/10.1007/BF01900340","Article"
"A note on a canonical theory with undecidable unification and matching problem","Journal of Automated Reasoning","","3","4","10.1007/BF00247435","Alexander Bockmayr","1987","http://link.springer.com/article/10.1007/BF00247435","Article"
"MOLOG: A system that extends PROLOG with modal logic","New Generation Computing","","4","1","10.1007/BF03037381","Luis Fariñas Del Cerro","1986","http://link.springer.com/article/10.1007/BF03037381","Article"
"An efficient algorithm for solving a special class of LP's","Computing","","37","3","10.1007/BF02252513","W. Kern","1986","http://link.springer.com/article/10.1007/BF02252513","Article"
"Report on US-Japan seminar—Knowledge systems: Cooperation through competition—","New Generation Computing","","3","3","10.1007/BF03037126","Makoto Amamiya","1985","http://link.springer.com/article/10.1007/BF03037126","Article"
"Book reviews","Computers and translation","","2","2 - 3","10.1007/BF02274449","Koos van der Wilt","1987","http://link.springer.com/article/10.1007/BF02274449","Article"
"A simple generator for discrete log-concave distributions","Computing","","39","1","10.1007/BF02307716","L. Devroye","1987","http://link.springer.com/article/10.1007/BF02307716","Article"
"Editorial: Human and Machine Learning","Machine Learning","","1","3","10.1023/A:1022854429410","Pat Langley","1986","http://link.springer.com/article/10.1023/A%3A1022854429410","Article"
"Some modifications of the parallel Halley iteration method and their convergence","Computing","","38","1","10.1007/BF02253746","Prof. De-ren WangYu-jiang Wu","1987","http://link.springer.com/article/10.1007/BF02253746","Article"
"Generative design in architecture using an expert system","The Visual Computer","","1","3","10.1007/BF01910018","Eric GullichsenErnest Chang","1985","http://link.springer.com/article/10.1007/BF01910018","Article"
"Comparing knowledge elicitation techniques: a case study","Artificial Intelligence Review","","1","4","10.1007/BF00142925","R. SchweickertA. M. BurtonN. K. TaylorE. N. CorlettN. R. ShadboltA. P. Hedgecock","1987","http://link.springer.com/article/10.1007/BF00142925","Article"
"Color spaces and color contrast","The Visual Computer","","1","3","10.1007/BF01910022","Avi Naiman","1985","http://link.springer.com/article/10.1007/BF01910022","Article"
"Explicit iterative algorithms to reduce a univariate catastrophe to normal form","Computing","","35","1","10.1007/BF02240148","Dr. F. J. WrightDr. G. Dangelmayr","1985","http://link.springer.com/article/10.1007/BF02240148","Article"
"Voronoi diagrams with barriers and on polyhedra for minimal path planning","The Visual Computer","","1","2","10.1007/BF01898357","W. Randolph FranklinVarol AkmanColin Verrilli","1985","http://link.springer.com/article/10.1007/BF01898357","Article"
"On Stetter's global error estimation in the smooth phase of stiff differential equations","Computing","","36","1 - 2","10.1007/BF02238191","S. Scholz","1986","http://link.springer.com/article/10.1007/BF02238191","Article"
"Centered forms and interval operators","Computing","","34","3","10.1007/BF02253320","R. Krawczyk","1985","http://link.springer.com/article/10.1007/BF02253320","Article"
"Animation with fractals from variations on the Mandelbrot set","The Visual Computer","","3","1","10.1007/BF02153648","Thomas V. PapathomasBela Julesz","1987","http://link.springer.com/article/10.1007/BF02153648","Article"
"Events","The Visual Computer","","3","1","10.1007/BF02153652","","1987","http://link.springer.com/article/10.1007/BF02153652","Article"
"Explicit representation of terms defined by counter examples","Journal of Automated Reasoning","","3","3","10.1007/BF00243794","J. -L. LassezK. Marriott","1987","http://link.springer.com/article/10.1007/BF00243794","Article"
"A computational process for choosing the relaxation parameter in nonlinear SOR","Computing","","37","1","10.1007/BF02252731","M. E. BrewsterR. Kannan","1986","http://link.springer.com/article/10.1007/BF02252731","Article"
"Automated deduction by theory resolution","Journal of Automated Reasoning","","1","4","10.1007/BF00244275","Mark E. Stickel","1985","http://link.springer.com/article/10.1007/BF00244275","Article"
"Interpreting line drawings of curved objects","International Journal of Computer Vision","","1","1","10.1007/BF00128527","Jitendra Malik","1987","http://link.springer.com/article/10.1007/BF00128527","Article"
"Machine Learning and Concept Formation","Machine Learning","","2","2","10.1023/A:1022896407371","Pat Langley","1987","http://link.springer.com/article/10.1023/A%3A1022896407371","Article"
"A Lexical-Functional approach to Japanese for the purpose of machine translation","Computers and translation","","1","4","10.1007/BF00936420","Yukiko Sasaki Alam","1986","http://link.springer.com/article/10.1007/BF00936420","Article"
"Schubert's Steamroller problem: Formulations and solutions","Journal of Automated Reasoning","","2","1","10.1007/BF00246025","Mark E. Stickel","1986","http://link.springer.com/article/10.1007/BF00246025","Article"
"CAD system of microprogrammed digital systems","Journal of Computer Science and Technology","","2","3","10.1007/BF02973507","Minghui Li","1987","http://link.springer.com/article/10.1007/BF02973507","Article"
"On artificial intelligence","Artificial Intelligence Review","","1","1","10.1007/BF01988524","J. A. Campbell","1986","http://link.springer.com/article/10.1007/BF01988524","Article"
"On conceptual model specification and verification","Journal of Computer Science and Technology","","2","1","10.1007/BF02943316","Zhenhe Gong","1987","http://link.springer.com/article/10.1007/BF02943316","Article"
"Scientific applications of computer graphics","The Visual Computer","","2","3","10.1007/BF01900338","Melvin L. Prueitt","1986","http://link.springer.com/article/10.1007/BF01900338","Article"
"Visible surface calculation for complex unstructured polygonal scences","Computing","","35","3 - 4","10.1007/BF02240191","Dr. H. MüllerProf. Dr. A. SchmittSt. Abramowski","1985","http://link.springer.com/article/10.1007/BF02240191","Article"
"Throughput models of CSMA network with stations uniformly distributed along the bus","Journal of Computer Science and Technology","","2","4","10.1007/BF02943320","S. T. ChansonL. LiangA. Kumar","1987","http://link.springer.com/article/10.1007/BF02943320","Article"
"Data structures and the time complexity of ray tracing","The Visual Computer","","3","4","10.1007/BF01952827","Isaac D. SchersonElisha Caspary","1987","http://link.springer.com/article/10.1007/BF01952827","Article"
"Editorial","The Visual Computer","","2","4","10.1007/BF01900342","Tosiyasu L. Kunii","1986","http://link.springer.com/article/10.1007/BF01900342","Article"
"Computer Art Forum","The Visual Computer","","3","4","10.1007/BF01952831","","1987","http://link.springer.com/article/10.1007/BF01952831","Article"
"Choosing directions for rules","Journal of Automated Reasoning","","3","4","10.1007/BF00247437","Richard TreitelMichael R. Genesereth","1987","http://link.springer.com/article/10.1007/BF00247437","Article"
"Toward a new age of computing","New Generation Computing","","4","1","10.1007/BF03037379","Kazuhiro Fuchi","1986","http://link.springer.com/article/10.1007/BF03037379","Article"
"A logic-based calculus of events","New Generation Computing","","4","1","10.1007/BF03037383","Robert KowalskiMarek Sergot","1986","http://link.springer.com/article/10.1007/BF03037383","Article"
"Low complexity k-dimensional centered forms","Computing","","37","3","10.1007/BF02252515","J. G. Rokne","1986","http://link.springer.com/article/10.1007/BF02252515","Article"
"Calendar of Events","New Generation Computing","","3","3","10.1007/BF03037128","","1985","http://link.springer.com/article/10.1007/BF03037128","Article"
"Induction of Decision Trees","Machine Learning","","1","1","10.1023/A:1022643204877","J.R. Quinlan","1986","http://link.springer.com/article/10.1023/A%3A1022643204877","Article"
"Information technology and the management of knowledge","AI & SOCIETY","","1","2","10.1007/BF01891270","Henrik Sinding-Larsen","1987","http://link.springer.com/article/10.1007/BF01891270","Article"
